url,site_lot_id,actual_bid,opening_date,ending_date,minimal_increment,lot_status,brand,model,year,appraisal_value,location
https://www.lut.com.br//lote/motocicleta-honda-bros-mix-es/88758,88758,"R$ 8.573,00",18/12/2021,,"R$ 300,00",,Honda,HONDA BROS MIX ES,2011,"R$ 8.573,00",BRASNORTE/MT
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-classic/88838,88838,"R$ 6.600,00",19/11/2021,20/12/2021 11:00:00,"R$ 250,00",Fechado,Chevrolet,CORSA CLASSIC,2004,"R$ 11.000,00",VALINHOS/SP
https://www.lut.com.br//lote/veiculo-citroen-xsara-picasso-exa/88837,88837,"R$ 6.000,00",19/11/2021,20/12/2021 10:00:00,"R$ 250,00",Fechado,Citroen,XSARA PICASSO EXA,e2005,"R$ 10.000,00",JALES/SP
https://www.lut.com.br//lote/veiculo-honda-fit-lx/88782,88782,"R$ 9.300,00",12/11/2021,17/12/2021 10:00:00,"R$ 300,00",Fechado,Honda,FIT LX,2004,"R$ 15.500,00",BRAGANÇA PAULISTA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-milenium/88566,88566,"R$ 10.227,00",14/12/2021,17/12/2021 09:30:00,"R$ 1.000,00",Fechado,Chevrolet,CORSA MILENIUM,2001,"R$ 10.227,00",OSASCO/SP
https://www.lut.com.br//lote/veiculo-jeep-renegade-sport-at/88765,88765,"R$ 37.228,00",11/11/2021,16/12/2021 11:02:33,"R$ 1.000,00",Fechado,JEEP,RENEGADE SPORT AT 1.8,2015,"R$ 60.380,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-ford-fiesta-flex/88698,88698,"R$ 25.385,66",13/12/2021,16/12/2021 10:00:00,"R$ 1.000,00",Fechado,Ford,FIESTA FLEX,2014,"R$ 25.385,66",SERTÃOZINHO/SP
https://www.lut.com.br//lote/motocicleta-honda-biz/88764,88764,"R$ 4.950,00",11/11/2021,16/12/2021 10:01:33,"R$ 150,00",Fechado,Honda,HONDA BIZ 125+,2009,"R$ 5.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-toyota-hylux-cd-x/88696,88696,"R$ 80.000,00",12/12/2021,15/12/2021 10:00:00,"R$ 2.500,00",Fechado,Toyota,HYLUX CD 4X4,",nº644","R$ 80.000,00",POTIRENDABA/SP
https://www.lut.com.br//lote/motocicleta-honda-cg-fan-es/88699,88699,"R$ 4.500,00",11/12/2021,14/12/2021 10:00:00,"R$ 200,00",Fechado,Honda,HONDA CG 125 FAN ES,defabricação2009,"R$ 4.500,00",SÃO JOSÉ DO RIO PRETO/SP
https://www.lut.com.br//lote/veiculo-ford-ka/88701,88701,"R$ 11.584,20",08/11/2021,13/12/2021 10:00:00,"R$ 1.000,00",Fechado,Ford,KA,2011,"R$ 19.307,00",SOROCABA/SP
https://www.lut.com.br//lote/motocicleta-yamaha-ybr-ed/88561,88561,"R$ 2.644,00",10/12/2021,13/12/2021 09:30:00,"R$ 150,00",Fechado,Yamaha,YAMAHA YBR 125 ED,2002,"R$ 2.644,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-voyage-cl/88646,88646,"R$ 900,00",05/11/2021,10/12/2021 12:00:00,"R$ 100,00",Fechado,Volkswagen,VOYAGE CL 1.8,Not found,"R$ 1.500,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-renaul-twingo/88647,88647,"R$ 2.500,00",05/11/2021,10/12/2021 12:00:00,"R$ 150,00",Fechado,Not Found,TWINGO,1999,"R$ 5.000,00",PRAIA GRANDE/SP
https://www.lut.com.br//lote/veiculo-hyundai-veloster-v/88644,88644,"R$ 28.542,00",05/11/2021,10/12/2021 11:00:00,"R$ 1.000,00",Fechado,Hyundai,VELOSTER 1.6 16V,e2012,"R$ 47.570,00",CAMPINAS/SP
https://www.lut.com.br//lote/motocicleta-yamaha-dt-z/88645,88645,"R$ 1.123,20",05/11/2021,10/12/2021 11:00:00,"R$ 100,00",Fechado,Yamaha,YAMAHA DT 180 Z,fabricação1988,"R$ 1.872,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-volkswagen-fox-plus/87595,87595,"R$ 9.479,50",02/11/2021,10/12/2021 11:00:00,"R$ 300,00",Fechado,Volkswagen,FOX PLUS 1.6,2006,"R$ 18.959,00",SÃO ROQUE/SP
https://www.lut.com.br//lote/motocicleta-yamaha-fazer-ys/88643,88643,"R$ 2.900,00",05/11/2021,10/12/2021 11:00:00,"R$ 150,00",Fechado,Yamaha,YAMAHA FAZER YS250,Not found,"R$ 5.800,00",HORTOLÂNDIA/SP
https://www.lut.com.br//lote/veiculo-citroen-c-excl-flex/88641,88641,"R$ 10.354,20",05/11/2021,10/12/2021 10:00:00,"R$ 1.000,00",Fechado,Citroen,C3 EXCL 1.4 FLEX,Not found,"R$ 17.257,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-passat-var-t/88562,88562,"R$ 56.278,00",07/12/2021,,"R$ 2.500,00",,PASSAT,VAR 2.0T,2011,"R$ 56.278,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol/88635,88635,"R$ 13.320,00",04/11/2021,09/12/2021 12:00:00,"R$ 1.000,00",Fechado,Volkswagen,GOL 1.0,fabricação2011,"R$ 22.200,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/motocicleta-suzuki-bandit/88634,88634,"R$ 13.360,00",04/11/2021,09/12/2021 11:00:11,"R$ 1.000,00",Fechado,SUZUKI,SUZUKI BANDIT 1250,Not found,"R$ 20.600,00",VALINHOS/SP
https://www.lut.com.br//lote/veiculo-audi-a-t/88633,88633,"R$ 19.457,40",04/11/2021,09/12/2021 10:00:00,"R$ 1.000,00",Fechado,AUDI,A4 1.8T,defabricação2006,"R$ 32.429,00",GUARUJÁ/SP
https://www.lut.com.br//lote/veiculo-honda-hr-v-ex-cv/88565,88565,"R$ 65.000,00",06/12/2021,09/12/2021 10:00:00,"R$ 2.500,00",Fechado,Honda,HR-V EX CV,2015,"R$ 65.000,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-hatch/88784,88784,"R$ 7.200,00",12/11/2021,06/12/2021 13:00:00,"R$ 250,00",Fechado,Chevrolet,CORSA HATCH,2003,"R$ 12.000,00",ESPIRITO SANTO DO TURVO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol-v/88583,88583,"R$ 4.504,80",01/11/2021,06/12/2021 09:30:00,"R$ 200,00",Fechado,Volkswagen,GOL 16V,1999,"R$ 7.508,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-chevrolet-s-ltz-fd/88578,88578,"R$ 56.185,00",03/12/2021,06/12/2021 09:30:00,"R$ 2.500,00",Fechado,Chevrolet,S10 LTZ FD2,2012,"R$ 56.185,00",ARAÇATUBA/SP
https://www.lut.com.br//lote/veiculo-toyota-corolla-xli-v-vt/88574,88574,"R$ 14.199,60",29/10/2021,03/12/2021 12:00:00,"R$ 1.000,00",Fechado,Toyota,COROLLA XLI 1.6 16V VT,2006,"R$ 23.666,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/veiculo-mercedes-benz-sprinter-cdi/88272,88272,"R$ 45.046,00",30/11/2021,03/12/2021 11:00:00,"R$ 1.000,00",Fechado,Mercedes Benz,BENZ SPRINTER 311 CDI,2003,"R$ 45.046,00",CARAGUATATUBA/SP
https://www.lut.com.br//lote/veiculo-renault-sandero-expr/88572,88572,"R$ 17.214,00",29/10/2021,03/12/2021 11:00:00,"R$ 1.000,00",Fechado,RENAULT,SANDERO EXPR 10,2015,"R$ 28.690,00",PIRANGI/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol/87593,87593,"R$ 7.892,38",25/10/2021,,"R$ 250,00",,Volkswagen,GOL 1.8,emod.1992,"R$ 7.892,38",INDAIATUBA/SP
https://www.lut.com.br//lote/veiculo-fiat-idea-elx/88697,88697,"R$ 23.000,00",29/11/2021,,"R$ 1.000,00",,FIAT,IDEA ELX 1.4,Not found,"R$ 23.000,00",SOROCABA/SP
https://www.lut.com.br//lote/veiculo-peugeot-hb/88555,88555,"R$ 6.000,00",28/10/2021,02/12/2021 10:00:00,"R$ 250,00",Fechado,Peugeot,207 HB,defabricação2010,"R$ 10.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/motocicleta-honda-cb-r/88274,88274,"R$ 8.000,00",26/11/2021,29/11/2021 10:00:00,"R$ 300,00",Fechado,Honda,HONDA CB 300R,2009,"R$ 8.000,00",SÃO BERNARDO DO CAMPO/SP
https://www.lut.com.br//lote/veiculo-reboque-free-hobby/88305,88305,"R$ 1.200,00",21/10/2021,25/11/2021 11:00:00,"R$ 100,00",Fechado,Not Found,FREE HOBBY,2012,"R$ 2.000,00",SÃO JOSÉ DO RIO PRETO/SP
https://www.lut.com.br//lote/veiculo-troller-t-xlt-diesel/88304,88304,"R$ 71.000,00",21/10/2021,25/11/2021 09:30:52,"R$ 2.500,00",Fechado,TROLLER,T4 XLT 3.2 DIESEL,2016,"R$ 110.000,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-zafira/88584,88584,"R$ 16.450,00",01/11/2021,22/11/2021 11:00:00,"R$ 1.000,00",Fechado,Chevrolet,ZAFIRA,Not found,"R$ 23.500,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-celta-life-p/87591,87591,"R$ 7.072,50",15/10/2021,22/11/2021 11:00:00,"R$ 250,00",Fechado,Chevrolet,CELTA LIFE 2P,fabr.mod.2009,"R$ 14.145,00",SÃO PAULO /SP
https://www.lut.com.br//lote/veiculo-volkswagen-polo/87863,87863,"R$ 24.657,00",19/11/2021,22/11/2021 11:00:00,"R$ 1.000,00",Fechado,Volkswagen,POLO 1.6,Not found,"R$ 24.657,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-onix-at-lt/88264,88264,"R$ 47.537,12",15/10/2021,19/11/2021 12:05:33,"R$ 1.000,00",Fechado,Chevrolet,ONIX 1.4 AT LT,Not found,"R$ 49.228,54",SÃO BERNARDO DO CAMPO/SP
https://www.lut.com.br//lote/veiculo-peugeot-sw/88573,88573,"R$ 6.600,00",29/10/2021,19/11/2021 11:00:00,"R$ 250,00",Fechado,Peugeot,307 SW,fabricação2006,"R$ 11.000,00",SANTOS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-classic/88244,88244,"R$ 11.000,00",16/11/2021,19/11/2021 11:00:00,"R$ 1.000,00",Fechado,Chevrolet,CORSA CLASSIC,2004,"R$ 11.000,00",VALINHOS/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol/88263,88263,"R$ 3.600,00",15/10/2021,19/11/2021 11:00:00,"R$ 150,00",Fechado,Volkswagen,GOL 1.0,"elsaud,133","R$ 6.000,00",JARDINÓPOLIS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-celta-life-p/88261,88261,"R$ 7.560,00",15/10/2021,19/11/2021 10:00:00,"R$ 250,00",Fechado,Chevrolet,CELTA LIFE 2P,2006,"R$ 10.800,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-nissan-x-trail-se/88262,88262,"R$ 33.600,00",15/10/2021,19/11/2021 10:00:00,"R$ 1.000,00",Fechado,Nissan,X TRAIL SE,fabricação2008,"R$ 56.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-ford-fiesta/88571,88571,"R$ 5.400,00",29/10/2021,19/11/2021 10:00:00,"R$ 200,00",Fechado,Ford,FIESTA,2003,"R$ 9.000,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-citroen-xsara-picasso-exa/88289,88289,"R$ 10.000,00",16/11/2021,19/11/2021 10:00:00,"R$ 1.000,00",Fechado,Citroen,XSARA PICASSO EXA,e2005,"R$ 10.000,00",JALES/SP
https://www.lut.com.br//lote/veiculo-volkswagen-fusca/88260,88260,"R$ 1.400,00",15/10/2021,19/11/2021 09:30:00,"R$ 100,00",Fechado,Volkswagen,FUSCA1300,Not found,"R$ 2.000,00",RESTINGA/SP
https://www.lut.com.br//lote/motocicleta-yamaha-ybr-k/88246,88246,"R$ 1.750,00",14/10/2021,18/11/2021 12:00:00,"R$ 100,00",Fechado,Yamaha,YAMAHA YBR 125K,2005,"R$ 2.500,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-mitsubishi-l-x-mmc/87583,87583,"R$ 12.000,00",11/10/2021,18/11/2021 11:00:00,"R$ 1.000,00",Fechado,MITSUBISHI,L200 4X4 MMC,1994,"R$ 22.000,00",INDAIATUBA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-astra-hb-p-advantage/87584,87584,"R$ 16.850,00",15/11/2021,18/11/2021 11:00:00,"R$ 1.000,00",Fechado,Chevrolet,ASTRA HB2P ADVANTAGE,2005,"R$ 16.850,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-polo/87684,87684,"R$ 20.000,00",15/11/2021,18/11/2021 10:00:00,"R$ 1.000,00",Fechado,Volkswagen,POLO 1.6,mod2012,"R$ 20.000,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/motocicleta-honda-cg-fan-ks/88214,88214,"R$ 3.339,60",11/10/2021,17/11/2021 09:30:00,"R$ 150,00",Fechado,Honda,HONDA CG 125 FAN KS,2011,"R$ 5.566,00",JOÃO PESSOA /PB
https://www.lut.com.br//lote/veiculo-volkswagen-fox/88215,88215,"R$ 11.061,11",11/10/2021,16/11/2021 10:00:00,"R$ 1.000,00",Fechado,Volkswagen,FOX,2006,"R$ 18.435,19",GUARULHOS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-hatch/88276,88276,"R$ 12.000,00",09/11/2021,12/11/2021 13:00:00,"R$ 1.000,00",Fechado,Chevrolet,CORSA HATCH,2003,"R$ 12.000,00",ESPIRITO SANTO DO TURVO/SP
https://www.lut.com.br//lote/motocicleta-honda-nxr-bros-esd/88209,88209,"R$ 4.935,00",08/10/2021,12/11/2021 10:00:00,"R$ 200,00",Fechado,Honda,HONDA NXR 150 BROS ESD,defabricação2011,"R$ 8.225,00",SÃO VICENTE/SP
https://www.lut.com.br//lote/veiculo-honda-fit-lx/88243,88243,"R$ 15.500,00",09/11/2021,12/11/2021 10:00:00,"R$ 1.000,00",Fechado,Honda,FIT LX,2004,"R$ 15.500,00",BRAGANÇA PAULISTA/SP
https://www.lut.com.br//lote/veiculo-jeep-renegade-sport-at/88286,88286,"R$ 60.380,00",08/11/2021,11/11/2021 11:00:00,"R$ 2.500,00",Fechado,JEEP,RENEGADE SPORT AT 1.8,2015,"R$ 60.380,00",SÃO PAULO/SP
https://www.lut.com.br//lote/motocicleta-honda-biz/88273,88273,"R$ 5.000,00",08/11/2021,11/11/2021 10:00:00,"R$ 200,00",Fechado,Honda,HONDA BIZ 125+,2009,"R$ 5.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/motocicleta-dafra-riva/88078,88078,"R$ 2.212,80",04/10/2021,08/11/2021 12:00:00,"R$ 150,00",Fechado,Dafra,DAFRA RIVA 150,Not found,"R$ 3.688,00",SÃO BERNARDO DO CAMPO/SP
https://www.lut.com.br//lote/motocicleta-honda-fan/88279,88279,"R$ 1.500,00",18/10/2021,08/11/2021 11:30:00,"R$ 100,00",Fechado,Honda,HONDA FAN125,defabricação2005,"R$ 2.500,00",CUPIRA/PE
https://www.lut.com.br//lote/veiculo-ford-ka/87597,87597,"R$ 19.307,00",05/11/2021,08/11/2021 10:00:00,"R$ 1.000,00",Fechado,Ford,KA,2011,"R$ 19.307,00",SOROCABA/SP
https://www.lut.com.br//lote/veiculo-ford-corcel-luxo-sl/88077,88077,"R$ 1.500,00",04/10/2021,08/11/2021 10:00:00,"R$ 100,00",Fechado,Ford,CORCEL LUXO SL,defabricação1975,"R$ 3.000,00",SÃO CAETANO DO SUL/SP
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-wind/88277,88277,"R$ 4.760,00",18/10/2021,08/11/2021 09:30:00,"R$ 200,00",Fechado,Chevrolet,CORSA WIND,2000,"R$ 6.800,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-volkswagen-voyage-cl/87858,87858,"R$ 1.500,00",02/11/2021,05/11/2021 12:00:00,"R$ 100,00",Fechado,Volkswagen,VOYAGE CL 1.8,Not found,"R$ 1.500,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-renaul-twingo/87878,87878,"R$ 5.000,00",02/11/2021,05/11/2021 12:00:00,"R$ 200,00",Fechado,Not Found,TWINGO,1999,"R$ 5.000,00",PRAIA GRANDE/SP
https://www.lut.com.br//lote/motocicleta-yamaha-fazer-ys/87596,87596,"R$ 5.800,00",02/11/2021,05/11/2021 11:00:00,"R$ 200,00",Fechado,Yamaha,YAMAHA FAZER YS250,Not found,"R$ 5.800,00",HORTOLÂNDIA/SP
https://www.lut.com.br//lote/motocicleta-yamaha-dt-z/87877,87877,"R$ 1.872,00",02/11/2021,05/11/2021 11:00:00,"R$ 100,00",Fechado,Yamaha,YAMAHA DT 180 Z,fabricação1988,"R$ 1.872,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-hyundai-veloster-v/87860,87860,"R$ 47.570,00",02/11/2021,05/11/2021 11:00:00,"R$ 1.000,00",Fechado,Hyundai,VELOSTER 1.6 16V,e2012,"R$ 47.570,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-citroen-c-excl-flex/87861,87861,"R$ 17.257,00",02/11/2021,05/11/2021 10:00:00,"R$ 1.000,00",Fechado,Citroen,C3 EXCL 1.4 FLEX,Not found,"R$ 17.257,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-fiat-uno-mille-ie/87594,87594,"R$ 7.341,43",02/11/2021,,"R$ 250,00",,FIAT,UNO MILLE IE,1995,"R$ 7.341,43",BOTUCATU/SP
https://www.lut.com.br//lote/motocicleta-honda-nxr-bros-mix-ks/88073,88073,"R$ 3.420,00",01/10/2021,05/11/2021 10:00:00,"R$ 150,00",Fechado,Honda,HONDA NXR 150 BROS MIX KS,e2010,"R$ 5.700,00",SÃO JOSÉ DOS CAMPOS/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol/87855,87855,"R$ 22.200,00",01/11/2021,04/11/2021 12:00:00,"R$ 1.000,00",Fechado,Volkswagen,GOL 1.0,fabricação2011,"R$ 22.200,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/motocicleta-suzuki-bandit/87879,87879,"R$ 20.600,00",01/11/2021,04/11/2021 11:00:00,"R$ 1.000,00",Fechado,SUZUKI,SUZUKI BANDIT 1250,Not found,"R$ 20.600,00",VALINHOS/SP
https://www.lut.com.br//lote/motocicleta-yamaha-fazer-blueflex/87999,87999,"R$ 7.910,80",27/09/2021,04/11/2021 11:00:00,"R$ 250,00",Fechado,Yamaha,YAMAHA FAZER 250 BLUEFLEX,Not found,"R$ 12.768,00",VALINHOS/SP
https://www.lut.com.br//lote/motocicleta-honda-biz-c-mais/87997,87997,"R$ 2.520,00",27/09/2021,04/11/2021 10:00:00,"R$ 150,00",Fechado,Honda,HONDA BIZ C100 MAIS,2015,"R$ 4.200,00",SÃO JOSÉ DO RIO PRETO/SP
https://www.lut.com.br//lote/veiculo-audi-a-t/87856,87856,"R$ 32.429,00",01/11/2021,04/11/2021 10:00:00,"R$ 1.000,00",Fechado,AUDI,A4 1.8T,defabricação2006,"R$ 32.429,00",GUARUJÁ/SP
https://www.lut.com.br//lote/veiculo-chevrolet-astra-gls/87994,87994,"R$ 9.000,00",27/09/2021,04/11/2021 09:30:00,"R$ 300,00",Fechado,Chevrolet,ASTRA GLS,1999,"R$ 15.000,00",SÃO JOSÉ DOS CAMPOS/SP
https://www.lut.com.br//lote/veiculo-mercedes-benz-classe-a/87998,87998,"R$ 5.450,00",27/09/2021,03/11/2021 11:00:00,"R$ 200,00",Fechado,Mercedes Benz,BENZ CLASSE A 190,fabmod2000,"R$ 10.900,00",SANTOS/SP
https://www.lut.com.br//lote/veiculo-volkswagen-voyage/87996,87996,"R$ 13.800,00",27/09/2021,,"R$ 1.000,00",,Volkswagen,VOYAGE,2015,"R$ 23.000,00",SÃO JOSÉ DO RIO PRETO/SP
https://www.lut.com.br//lote/veiculo-chevrolet-zafira/87728,87728,"R$ 23.500,00",29/10/2021,01/11/2021 11:00:00,"R$ 1.000,00",Fechado,Chevrolet,ZAFIRA,Not found,"R$ 23.500,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol-v/87687,87687,"R$ 7.508,00",29/10/2021,01/11/2021 09:30:00,"R$ 250,00",Fechado,Volkswagen,GOL 16V,1999,"R$ 7.508,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-toyota-corolla-xli-v-vt/87599,87599,"R$ 23.666,00",26/10/2021,29/10/2021 12:00:00,"R$ 1.000,00",Fechado,Toyota,COROLLA XLI 1.6 16V VT,2006,"R$ 23.666,00",RIBEIRÃO PRETO/SP
https://www.lut.com.br//lote/veiculo-renault-sandero-expr/87689,87689,"R$ 28.690,00",26/10/2021,29/10/2021 11:00:00,"R$ 1.000,00",Fechado,RENAULT,SANDERO EXPR 10,2015,"R$ 28.690,00",PIRANGI/SP
https://www.lut.com.br//lote/veiculo-peugeot-sw/87685,87685,"R$ 11.000,00",26/10/2021,29/10/2021 11:00:00,"R$ 1.000,00",Fechado,Peugeot,307 SW,fabricação2006,"R$ 11.000,00",SANTOS/SP
https://www.lut.com.br//lote/veiculo-chevrolet-classis-ls/87882,87882,"R$ 13.305,60",24/09/2021,29/10/2021 10:30:00,"R$ 1.000,00",Fechado,Chevrolet,CLASSIS LS,2012,"R$ 22.176,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-ford-fiesta/87688,87688,"R$ 9.000,00",26/10/2021,29/10/2021 10:00:00,"R$ 300,00",Fechado,Ford,FIESTA,2003,"R$ 9.000,00",CAMPINAS/SP
https://www.lut.com.br//lote/veiculo-bmw-i-active/87881,87881,"R$ 95.000,00",24/09/2021,29/10/2021 10:00:00,"R$ 2.500,00",Fechado,BMW,320I ACTIVE,Not found,"R$ 95.000,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol-special-mba/87880,87880,"R$ 15.000,00",24/09/2021,29/10/2021 09:30:00,"R$ 1.000,00",Fechado,Volkswagen,GOL SPECIAL MBA 1.0,2015,"R$ 25.000,00",BARRINHA/SP
https://www.lut.com.br//lote/veiculo-peugeot-hb/87589,87589,"R$ 10.000,00",25/10/2021,28/10/2021 10:00:00,"R$ 1.000,00",Fechado,Peugeot,207 HB,defabricação2010,"R$ 10.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-ford-ka-flex/87726,87726,"R$ 10.617,00",23/09/2021,28/10/2021 10:00:00,"R$ 1.000,00",Fechado,Ford,KA FLEX,2010,"R$ 17.695,00",BRAGANÇA PAULISTA/SP
https://www.lut.com.br//lote/veiculo-nissan-versa-sv/87709,87709,"R$ 33.090,60",20/09/2021,25/10/2021 11:00:00,"R$ 1.000,00",Fechado,Nissan,VERSA 1.6 SV,2018,"R$ 55.151,00",SÃO PAULO/SP
https://www.lut.com.br//lote/veiculo-mercedes-benz-sprinter-d-furgao/87704,87704,"R$ 13.800,00",20/09/2021,25/10/2021 10:00:00,"R$ 1.000,00",Fechado,Mercedes Benz,BENZ SPRINTER 310D FURGÃO,"defabricação,vidrotraseiroquebrado,tetointeriordanificado,para-choquedianteiroetraseirosdanificados,pinturadanificada.constaaindaqueoveículoestásemdocumentação.emconsultaaositewww.despachantedok.com.brem30","R$ 23.000,00",PIRACICABA/SP
https://www.lut.com.br//lote/veiculo-volkswagen-saveiro/87705,87705,"R$ 11.400,00",20/09/2021,25/10/2021 10:00:00,"R$ 1.000,00",Fechado,Volkswagen,SAVEIRO 1.6,2008,"R$ 19.000,00",MOGI MIRIM/SP
https://www.lut.com.br//lote/veiculo-chevrolet-kadett-sl-efi/87672,87672,"R$ 3.490,20",17/09/2021,22/10/2021 10:00:00,"R$ 150,00",Fechado,Chevrolet,KADETT SL EFI,Not found,"R$ 5.817,00",HORTOLÂNDIA/SP
https://www.lut.com.br//lote/veiculo-reboque-free-hobby/87686,87686,"R$ 2.000,00",18/10/2021,21/10/2021 11:00:00,"R$ 150,00",Fechado,Not Found,FREE HOBBY,2012,"R$ 2.000,00",SÃO JOSÉ DO RIO PRETO/SP
https://www.lut.com.br//lote/veiculo-troller-t-xlt-diesel/87578,87578,"R$ 110.000,00",18/10/2021,21/10/2021 09:30:00,"R$ 5.000,00",Fechado,TROLLER,T4 XLT 3.2 DIESEL,2016,"R$ 110.000,00",CAMPINAS/SP
https://www.lut.com.br//lote/motocicleta-honda-fan/87598,87598,"R$ 2.500,00",15/10/2021,18/10/2021 11:30:00,"R$ 150,00",Fechado,Honda,HONDA FAN125,defabricação2005,"R$ 2.500,00",CUPIRA/PE
https://www.lut.com.br//lote/veiculo-chevrolet-corsa-wind/87582,87582,"R$ 6.800,00",15/10/2021,18/10/2021 09:30:00,"R$ 250,00",Fechado,Chevrolet,CORSA WIND,2000,"R$ 6.800,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-onix-at-lt/87539,87539,"R$ 49.228,54",12/10/2021,15/10/2021 12:00:00,"R$ 1.000,00",Fechado,Chevrolet,ONIX 1.4 AT LT,Not found,"R$ 49.228,54",SÃO BERNARDO DO CAMPO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-gol/87540,87540,"R$ 6.000,00",12/10/2021,15/10/2021 11:00:00,"R$ 250,00",Fechado,Volkswagen,GOL 1.0,"elsaud,133","R$ 6.000,00",JARDINÓPOLIS/SP
https://www.lut.com.br//lote/veiculo-nissan-x-trail-se/87579,87579,"R$ 56.000,00",12/10/2021,15/10/2021 10:00:00,"R$ 2.500,00",Fechado,Nissan,X TRAIL SE,fabricação2008,"R$ 56.000,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-chevrolet-celta-life-p/87541,87541,"R$ 10.800,00",12/10/2021,15/10/2021 10:00:00,"R$ 1.000,00",Fechado,Chevrolet,CELTA LIFE 2P,2006,"R$ 10.800,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-fiat-palio-fire-economy/87028,87028,"R$ 18.454,00",07/09/2021,15/10/2021 09:30:00,"R$ 1.000,00",Fechado,FIAT,PALIO FIRE ECONOMY,2009,"R$ 18.454,00",SERTÃOZINHO/SP
https://www.lut.com.br//lote/veiculo-volkswagen-fusca/87535,87535,"R$ 2.000,00",12/10/2021,15/10/2021 09:30:00,"R$ 150,00",Fechado,Volkswagen,FUSCA1300,Not found,"R$ 2.000,00",RESTINGA/SP
https://www.lut.com.br//lote/motocicleta-yamaha-ybr-k/87580,87580,"R$ 2.500,00",11/10/2021,14/10/2021 12:00:00,"R$ 150,00",Fechado,Yamaha,YAMAHA YBR 125K,2005,"R$ 2.500,00",FRANCA/SP
https://www.lut.com.br//lote/veiculo-chevrolet-chevete/87566,87566,"R$ 1.900,00",07/09/2021,13/10/2021 13:00:00,"R$ 100,00",Fechado,Chevrolet,CHEVETE,1984,"R$ 3.000,00",SÃO JOSÉ DOS CAMPOS/SP
https://www.lut.com.br//lote/veiculo-honda-fit-ex/87567,87567,"R$ 16.599,60",08/09/2021,13/10/2021 10:00:00,"R$ 1.000,00",Fechado,Honda,FIT EX,2009,"R$ 27.666,00",SÃO PAULO/SP
https://www.lut.com.br//lote/motocicleta-kasinski-cruise/87564,87564,"R$ 1.626,00",06/09/2021,11/10/2021 11:00:00,"R$ 100,00",Fechado,Not Found,KASINSKI CRUISE 125,2005,"R$ 3.252,00",SÃO PAULO/SP
